time,VALE3,BRAP4,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2023-02-15 16:45:00,87.16,29.0,0.5363997009779808,2.2628866365333806,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:50:00,87.06,28.97,0.5260103219769832,2.2374651961081806,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:55:00,87.02,28.97,0.4860103219769769,2.1785726788994695,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:00:00,86.9,28.94,0.455620942975969,2.1314784455850178,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:05:00,86.92,28.97,0.3860103219769826,2.039649799179364,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:10:00,86.89,28.98,0.32614011497730644,1.959500128873019,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:15:00,86.89,28.97,0.35601032197698146,1.9839832697640742,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:20:00,86.85,28.95,0.3757507359762968,1.9967245133159703,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:25:00,86.81,28.95,0.3357507359763048,1.9405397386297545,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:30:00,86.74,28.94,0.2956209429759582,1.8847667169884517,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:35:00,86.83,28.95,0.3557507359763008,1.9446891798686825,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:40:00,87.0,29.09,0.10756783798102276,1.6511577944661795,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:45:00,86.96,29.09,0.06756783798101651,1.5984840289509297,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-15 17:50:00,87.09,29.09,0.19756783798102617,1.7406056663767755,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:00:00,87.39,29.15,0.31834659598304427,1.8708113246855378,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:05:00,87.67,29.23,0.3593849399857447,1.909402372172152,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:10:00,87.13,29.14,0.08821680298269996,1.5914580130267972,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:15:00,87.39,29.13,0.3780870099823801,1.914644624239389,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:20:00,87.51,29.14,0.4682168029827096,2.0082251447284,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:25:00,87.57,29.2,0.34899556098473283,1.8632692968101652,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:30:00,87.26,29.14,0.21821680298270962,1.7076801700242108,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:35:00,87.53,29.23,0.21938493998574415,1.7035082812930789,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:40:00,87.55,29.28,0.09003390498742192,1.5500270951391975,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:45:00,87.44,29.25,0.06964452598641913,1.5210658345102746,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:50:00,87.56,29.3,0.04029349098810542,1.4821641790823572,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 10:55:00,87.69,29.32,0.11055307698877925,1.556950050549452,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:00:00,87.93,29.35,0.2609424559897917,1.7219030920607774,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:05:00,87.88,29.34,0.24081266298945536,1.6923725661431264,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:10:00,87.96,29.36,0.26107224899011783,1.7088176209449077,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:15:00,87.98,29.37,0.25120204199046725,1.6910641853919244,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:20:00,88.14,29.41,0.2917212139918206,1.7306594924042114,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-16 11:25:00,88.15,29.44,0.21211059299282908,1.6336183943542772,1.6816114940380953,-1.663444882926739,False,True,0.0,False,False,-1.0,-1.0,2.9870206999662763
